"idcalle","calle","localidad","departamento"
8503,"RODOLFO RINCON","MONTEVIDEO","MONTEVIDEO"
8504,"SENDA DOS","MONTEVIDEO","MONTEVIDEO"
8505,"PIONEROS","MONTEVIDEO","MONTEVIDEO"
8506,"SENDA OCHO","MONTEVIDEO","MONTEVIDEO"
8507,"METTEORITO","MONTEVIDEO","MONTEVIDEO"
8508,"WASHINGTON","MONTEVIDEO","MONTEVIDEO"
8509,"PASAJE LOS JUNCOS (BO DOS DE ENERO)","MONTEVIDEO","MONTEVIDEO"
8510,"PASAJE MARIA BARZA (BO DOS DE ENERO)","MONTEVIDEO","MONTEVIDEO"
8511,"EMILIO ROMERO","MONTEVIDEO","MONTEVIDEO"
8512,"PSJE CARLOS TELLIER","MONTEVIDEO","MONTEVIDEO"
8514,"PASAJE CONTINUACION PEATONAL","MONTEVIDEO","MONTEVIDEO"
8515,"RIACHUELO","MONTEVIDEO","MONTEVIDEO"
8516,"SAN MIGUEL","MONTEVIDEO","MONTEVIDEO"
8517,"ATANASILDO SUAREZ","MONTEVIDEO","MONTEVIDEO"
8518,"GREGORIO MAS","MONTEVIDEO","MONTEVIDEO"
8519,"MARCOS MUÑOZ","MONTEVIDEO","MONTEVIDEO"
8520,"JOSE MARMOL","MONTEVIDEO","MONTEVIDEO"
8521,"FRANCISCO CALABUIG","MONTEVIDEO","MONTEVIDEO"
8522,"MDRE FRANCISCA RUBATTO","MONTEVIDEO","MONTEVIDEO"
8524,"GUINEA","MONTEVIDEO","MONTEVIDEO"
8525,"BUENOS AIRES","MONTEVIDEO","MONTEVIDEO"
8526,"SENEGAL","MONTEVIDEO","MONTEVIDEO"
8527,"PIRARAJA","SANTIAGO VAZQUEZ","MONTEVIDEO"
8527,"PIRARAJA","MONTEVIDEO","MONTEVIDEO"
8528,"PROY DIECISIETE METROS BO VEINTE DE JULIO","MONTEVIDEO","MONTEVIDEO"
8529,"ALDAO","MONTEVIDEO","MONTEVIDEO"
8530,"GUAYRA","MONTEVIDEO","MONTEVIDEO"
8531,"SAJAMA","MONTEVIDEO","MONTEVIDEO"
8533,"CALLE ONCE","MONTEVIDEO","MONTEVIDEO"
8534,"YANDINOCA","MONTEVIDEO","MONTEVIDEO"
8535,"COSMOS","MONTEVIDEO","MONTEVIDEO"
8536,"PASAJE TRECE","MONTEVIDEO","MONTEVIDEO"
8537,"VICENTE MARTINEZ CUITIÑO","MONTEVIDEO","MONTEVIDEO"
8538,"LIBERIA","MONTEVIDEO","MONTEVIDEO"
8540,"DOCTOR MARTIN BERINDUAGUE","MONTEVIDEO","MONTEVIDEO"
8541,"JACQUARD","MONTEVIDEO","MONTEVIDEO"
8542,"JUAN CAYETANO MOLINA","MONTEVIDEO","MONTEVIDEO"
8543,"BENITO RIQUET","MONTEVIDEO","MONTEVIDEO"
8544,"TRIAS","MONTEVIDEO","MONTEVIDEO"
8545,"AGUEDA SUSVIELA DE RODRIGUEZ","MONTEVIDEO","MONTEVIDEO"
8546,"LAURELES","MONTEVIDEO","MONTEVIDEO"
8547,"FELIX ARTAU","MONTEVIDEO","MONTEVIDEO"
8548,"PSJE MANGRULLO","MONTEVIDEO","MONTEVIDEO"
8549,"PASAJE TRES CRUCES","MONTEVIDEO","MONTEVIDEO"
8550,"CORDOBES","MONTEVIDEO","MONTEVIDEO"
8551,"RECONQUISTA","MONTEVIDEO","MONTEVIDEO"
8552,"ESMERALDA","MONTEVIDEO","MONTEVIDEO"
8553,"ADRIAN MEDINA","MONTEVIDEO","MONTEVIDEO"
8554,"CONOCIDA SIERRA LEONA","MONTEVIDEO","MONTEVIDEO"
8555,"ECLIPSE","MONTEVIDEO","MONTEVIDEO"
8556,"PSJE ZAPARA","MONTEVIDEO","MONTEVIDEO"
8557,"CAMERUN","MONTEVIDEO","MONTEVIDEO"
8558,"PASAJE COTAGAITA","MONTEVIDEO","MONTEVIDEO"
8559,"CURURU","SANTIAGO VAZQUEZ","MONTEVIDEO"
8559,"CURURU","MONTEVIDEO","MONTEVIDEO"
8561,"CAMINO ABREVADERO","MONTEVIDEO","MONTEVIDEO"
8562,"SENDA DOS","SANTIAGO VAZQUEZ","MONTEVIDEO"
8562,"SENDA DOS","MONTEVIDEO","MONTEVIDEO"
8563,"COSTA DE MARFIL","MONTEVIDEO","MONTEVIDEO"
8566,"RAMBLA VEINTICINCO DE AGOSTO DE MIL OCHOCIENTOS VEINTICINCO","MONTEVIDEO","MONTEVIDEO"
8568,"TURUBI","MONTEVIDEO","MONTEVIDEO"
8569,"JAMAICA","MONTEVIDEO","MONTEVIDEO"
8571,"TAMANDUA","SANTIAGO VAZQUEZ","MONTEVIDEO"
8571,"TAMANDUA","MONTEVIDEO","MONTEVIDEO"
8572,"TRES CRUCES","MONTEVIDEO","MONTEVIDEO"
8573,"TAMPICO","MONTEVIDEO","MONTEVIDEO"
8574,"ARIOSTO","MONTEVIDEO","MONTEVIDEO"
8575,"ISLA DEL TIGRE","SANTIAGO VAZQUEZ","MONTEVIDEO"
8575,"ISLA DEL TIGRE","MONTEVIDEO","MONTEVIDEO"
8576,"RAMON FERNANDEZ","MONTEVIDEO","MONTEVIDEO"
8577,"ARAZA","SANTIAGO VAZQUEZ","MONTEVIDEO"
8577,"ARAZA","MONTEVIDEO","MONTEVIDEO"
8578,"MERCADO CHICO","MONTEVIDEO","MONTEVIDEO"
8579,"DOCTOR VAZQUEZ SAGASTUME","MONTEVIDEO","MONTEVIDEO"
8581,"CAONABO","MONTEVIDEO","MONTEVIDEO"
8582,"LUIS DE LA PEÑA","MONTEVIDEO","MONTEVIDEO"
8584,"FRAY GENEROSO PEREZ","MONTEVIDEO","MONTEVIDEO"
8586,"YUGOESLAVIA","MONTEVIDEO","MONTEVIDEO"
8587,"CAMINO MOLINOS DE RAFFO","MONTEVIDEO","MONTEVIDEO"
8588,"COTAGAITA","MONTEVIDEO","MONTEVIDEO"
8589,"DOCTOR JOSE MARIA VIDAL","MONTEVIDEO","MONTEVIDEO"
8593,"ERCILIA QUIROGA","MONTEVIDEO","MONTEVIDEO"
8594,"CAÑAS","MONTEVIDEO","MONTEVIDEO"
8596,"CALLE CATAMARCA","MONTEVIDEO","MONTEVIDEO"
8597,"LINTERNA","MONTEVIDEO","MONTEVIDEO"
8598,"TENIENTE J GALVAN","MONTEVIDEO","MONTEVIDEO"
8600,"MANGORE","MONTEVIDEO","MONTEVIDEO"
8601,"PASAJE PNAL ANTONIO SAENZ","MONTEVIDEO","MONTEVIDEO"
8602,"DOCTOR FERREIRA Y ARTIGAS","MONTEVIDEO","MONTEVIDEO"
8604,"JUAN JOSE DURAN","MONTEVIDEO","MONTEVIDEO"
8605,"DEL CID","MONTEVIDEO","MONTEVIDEO"
8608,"PASAJE PNAL JOSE TOMAS MUJICA","MONTEVIDEO","MONTEVIDEO"
8609,"JOSE ELLAURI","MONTEVIDEO","MONTEVIDEO"
8610,"ROMEO GAVIOLI","MONTEVIDEO","MONTEVIDEO"
8611,"DIONISIO CORONEL","MONTEVIDEO","MONTEVIDEO"
8612,"GUIPUZCOA","MONTEVIDEO","MONTEVIDEO"
8613,"AURORA","MONTEVIDEO","MONTEVIDEO"
8615,"14 DE SETIEMBRE","MONTEVIDEO","MONTEVIDEO"
8616,"LA BALSA","SANTIAGO VAZQUEZ","MONTEVIDEO"
8616,"LA BALSA","MONTEVIDEO","MONTEVIDEO"
8617,"MANUEL CAMPOAMOR","MONTEVIDEO","MONTEVIDEO"
8618,"CIRCUNVALACION DURANGO","MONTEVIDEO","MONTEVIDEO"
8619,"RUPERTO PEREZ MARTINEZ","MONTEVIDEO","MONTEVIDEO"
8620,"PINTIN CASTELLANOS","MONTEVIDEO","MONTEVIDEO"
8622,"LOS ASTROS BO NUEVO RUMBO","MONTEVIDEO","MONTEVIDEO"
8623,"TEBAS","MONTEVIDEO","MONTEVIDEO"
8624,"YUQUERI","SANTIAGO VAZQUEZ","MONTEVIDEO"
8624,"YUQUERI","MONTEVIDEO","MONTEVIDEO"
8626,"CNO EL AGUILA","MONTEVIDEO","MONTEVIDEO"
8627,"TREINTA DE MARZO (BO NUEVO CAPRA)","MONTEVIDEO","MONTEVIDEO"
8628,"DOCTOR ENRIQUE MUÑOZ","MONTEVIDEO","MONTEVIDEO"
8629,"VICTOR SOLIÑO","MONTEVIDEO","MONTEVIDEO"
8630,"DIECISIETE DICIEMBRE","MONTEVIDEO","MONTEVIDEO"
8632,"FILADELFIA","MONTEVIDEO","MONTEVIDEO"
8634,"TACUMBU","SANTIAGO VAZQUEZ","MONTEVIDEO"
8634,"TACUMBU","MONTEVIDEO","MONTEVIDEO"
8635,"LA BARRA","SANTIAGO VAZQUEZ","MONTEVIDEO"
8635,"LA BARRA","MONTEVIDEO","MONTEVIDEO"
8636,"VECINAL S/N 3405","SANTIAGO VAZQUEZ","MONTEVIDEO"
8636,"VECINAL S/N 3405","MONTEVIDEO","MONTEVIDEO"
8637,"QUARAHY","SANTIAGO VAZQUEZ","MONTEVIDEO"
8637,"QUARAHY","MONTEVIDEO","MONTEVIDEO"
8638,"LAS ROSAS","MONTEVIDEO","MONTEVIDEO"
8638,"LAS ROSAS","SANTA CATALINA","MONTEVIDEO"
8639,"CIPRIANO CASTRO","MONTEVIDEO","MONTEVIDEO"
8640,"PASAJE DE LA VIA","SANTIAGO VAZQUEZ","MONTEVIDEO"
8640,"PASAJE DE LA VIA","MONTEVIDEO","MONTEVIDEO"
8644,"LOS PINOS","MONTEVIDEO","MONTEVIDEO"
8645,"RINCON","MONTEVIDEO","MONTEVIDEO"
8646,"PARALELA AL ESTE DE DEL CID","MONTEVIDEO","MONTEVIDEO"
8647,"CORONILLA","MONTEVIDEO","MONTEVIDEO"
8650,"MIÑONES","MONTEVIDEO","MONTEVIDEO"
8651,"YAPEYU","MONTEVIDEO","MONTEVIDEO"
8653,"LAGUNILLAS","MONTEVIDEO","MONTEVIDEO"
8654,"CORONEL MORA","MONTEVIDEO","MONTEVIDEO"
8656,"CORDOBA","MONTEVIDEO","MONTEVIDEO"
8658,"LUIS DE LA TORRE","MONTEVIDEO","MONTEVIDEO"
8659,"TRIUNFO","MONTEVIDEO","MONTEVIDEO"
8661,"AVENIDA DE VEINTE METROS","MONTEVIDEO","MONTEVIDEO"
8662,"LA RIOJA","MONTEVIDEO","MONTEVIDEO"
8663,"NEUQUEN","MONTEVIDEO","MONTEVIDEO"
8664,"INGENIERO CARLOS MARIA MAGGIOLO","MONTEVIDEO","MONTEVIDEO"
8667,"OBERA","MONTEVIDEO","MONTEVIDEO"
8668,"TUCUMAN","MONTEVIDEO","MONTEVIDEO"
8669,"FARAMIÑAN","MONTEVIDEO","MONTEVIDEO"
8670,"DE QUINCE METROS","MONTEVIDEO","MONTEVIDEO"
8671,"CARLOS DE LA VEGA","MONTEVIDEO","MONTEVIDEO"
8672,"CLAVELES","MONTEVIDEO","MONTEVIDEO"
8672,"CLAVELES","SANTA CATALINA","MONTEVIDEO"
8673,"PASAJE LAS REDES","MONTEVIDEO","MONTEVIDEO"
8673,"PASAJE LAS REDES","SANTA CATALINA","MONTEVIDEO"
8674,"GUAZUCUA","MONTEVIDEO","MONTEVIDEO"
8677,"HIDALGOS","MONTEVIDEO","MONTEVIDEO"
8678,"LAS TUNAS","MONTEVIDEO","MONTEVIDEO"
8679,"MAZANGANO","MONTEVIDEO","MONTEVIDEO"
8680,"RAMON CACERES","MONTEVIDEO","MONTEVIDEO"
8681,"CLAUDIO PTOLOMEO","MONTEVIDEO","MONTEVIDEO"
8682,"TENIENTE CORONEL BERNARDINO BAEZ","MONTEVIDEO","MONTEVIDEO"
8683,"BAEZ","MONTEVIDEO","MONTEVIDEO"
8684,"VERSAILLES","MONTEVIDEO","MONTEVIDEO"
8685,"PALOMEQUE","MONTEVIDEO","MONTEVIDEO"
8686,"CAPITAN BASEDAS","MONTEVIDEO","MONTEVIDEO"
8688,"BARTENES","MONTEVIDEO","MONTEVIDEO"
8689,"CONTINUACION RUSIA","MONTEVIDEO","MONTEVIDEO"
8690,"PATRIA","MONTEVIDEO","MONTEVIDEO"
8692,"VEINTICINCO DE AGOSTO","MONTEVIDEO","MONTEVIDEO"
8694,"WILLIMAN","MONTEVIDEO","MONTEVIDEO"
8695,"AVENIDA JULIO HERRERA Y REISSIG","MONTEVIDEO","MONTEVIDEO"
8696,"CORONEL OLAVARRIA","MONTEVIDEO","MONTEVIDEO"
8697,"LORENZO CALLEROS","MONTEVIDEO","MONTEVIDEO"
8698,"BOMPLAND","MONTEVIDEO","MONTEVIDEO"
8700,"CARLOS MARIA HERRERA","MONTEVIDEO","MONTEVIDEO"
8701,"LIVORNO","MONTEVIDEO","MONTEVIDEO"
8702,"ANAGUALPO","MONTEVIDEO","MONTEVIDEO"
8703,"JOAQUIN POSE","MONTEVIDEO","MONTEVIDEO"
8704,"ECHEVERRIA","MONTEVIDEO","MONTEVIDEO"
8705,"HONOR","MONTEVIDEO","MONTEVIDEO"
8706,"PARALELA A DIECISIETE","MONTEVIDEO","MONTEVIDEO"
8707,"CARACE","MONTEVIDEO","MONTEVIDEO"
8708,"PENSAMIENTOS","MONTEVIDEO","MONTEVIDEO"
8708,"PENSAMIENTOS","SANTA CATALINA","MONTEVIDEO"
8709,"PASAJE LOS JUANCHOS","MONTEVIDEO","MONTEVIDEO"
8709,"PASAJE LOS JUANCHOS","SANTA CATALINA","MONTEVIDEO"
8710,"ALASKA","MONTEVIDEO","MONTEVIDEO"
8712,"TERU","MONTEVIDEO","MONTEVIDEO"
8713,"FRAY ASCARZA","MONTEVIDEO","MONTEVIDEO"
8714,"CALAGUADA","MONTEVIDEO","MONTEVIDEO"
8716,"GONZALO DE ORGAZ","MONTEVIDEO","MONTEVIDEO"
8718,"PARAGUARY","MONTEVIDEO","MONTEVIDEO"
8719,"ABIARU","MONTEVIDEO","MONTEVIDEO"
8720,"LOS MALVONES","MONTEVIDEO","MONTEVIDEO"
8720,"LOS MALVONES","SANTA CATALINA","MONTEVIDEO"
8722,"JUAN LAVALLE","MONTEVIDEO","MONTEVIDEO"
8723,"BENITO ALVAREZ","MONTEVIDEO","MONTEVIDEO"
8724,"SERGIPE","MONTEVIDEO","MONTEVIDEO"
8726,"DUQUE DE LOS ABRUZZOS","MONTEVIDEO","MONTEVIDEO"
8727,"GROENLANDIA","MONTEVIDEO","MONTEVIDEO"
8728,"BRECHA","MONTEVIDEO","MONTEVIDEO"
8729,"ITAPE","MONTEVIDEO","MONTEVIDEO"
8731,"GENERAL DOROTEO ENCISO","MONTEVIDEO","MONTEVIDEO"
8733,"CAPIATA","MONTEVIDEO","MONTEVIDEO"
8734,"CAMACUA","MONTEVIDEO","MONTEVIDEO"
8735,"PASAJE TRES OMBUES CONOCIDO","MONTEVIDEO","MONTEVIDEO"
8736,"PASAJE ANSINA","MONTEVIDEO","MONTEVIDEO"
8737,"LASCANO","MONTEVIDEO","MONTEVIDEO"
8738,"JOSE LLUPES","MONTEVIDEO","MONTEVIDEO"
8740,"FRANCISCO A VIDAL","MONTEVIDEO","MONTEVIDEO"
8741,"JUAN BENITO BLANCO","MONTEVIDEO","MONTEVIDEO"
8742,"ROQUE GRASERAS","MONTEVIDEO","MONTEVIDEO"
8743,"PEDRO F BERRO","MONTEVIDEO","MONTEVIDEO"
8744,"TOMAS DIAGO","MONTEVIDEO","MONTEVIDEO"
8745,"BERNARDINO GUAS","MONTEVIDEO","MONTEVIDEO"
8747,"CLEVELAND","MONTEVIDEO","MONTEVIDEO"
8748,"OFELIA MACHADO BONET","MONTEVIDEO","MONTEVIDEO"
8749,"AVENIDA COSTANERA","MONTEVIDEO","MONTEVIDEO"
8751,"LOS GERANIOS","MONTEVIDEO","MONTEVIDEO"
8751,"LOS GERANIOS","SANTA CATALINA","MONTEVIDEO"
8752,"INGENIERO JUAN ALBERTO CAPURRO","MONTEVIDEO","MONTEVIDEO"
8753,"CNEL SANTIAGO LABANDERA","MONTEVIDEO","MONTEVIDEO"
8754,"PEDRO TRAPANI","MONTEVIDEO","MONTEVIDEO"
8757,"PSJE CAPURRO","MONTEVIDEO","MONTEVIDEO"
8759,"DOMINGO CULLEN","MONTEVIDEO","MONTEVIDEO"
8761,"FRANKLIN D ROOSEVELT","MONTEVIDEO","MONTEVIDEO"
8762,"PATAGONES","MONTEVIDEO","MONTEVIDEO"
8763,"REPUBLICA FRANCESA","MONTEVIDEO","MONTEVIDEO"
8767,"AVENIDA MARISCAL ESTIGARRIBIA","MONTEVIDEO","MONTEVIDEO"
8769,"PEDRO PRIMERO","MONTEVIDEO","MONTEVIDEO"
8770,"PLAZA INDEPENDENCIA","MONTEVIDEO","MONTEVIDEO"
8771,"LORETO GOMENSORO","MONTEVIDEO","MONTEVIDEO"
8772,"EDUARDO PONDAL","MONTEVIDEO","MONTEVIDEO"
8773,"JULIO A MILLOT","MONTEVIDEO","MONTEVIDEO"
8774,"SAN CARLOS","MONTEVIDEO","MONTEVIDEO"
8775,"LAS VIOLETAS","MONTEVIDEO","MONTEVIDEO"
8776,"FRANCISCO GOMEZ","MONTEVIDEO","MONTEVIDEO"
8777,"PARANA","MONTEVIDEO","MONTEVIDEO"
8778,"RAMBLA REPUBLICA DEL PERU","MONTEVIDEO","MONTEVIDEO"
8779,"SAN RAMON","MONTEVIDEO","MONTEVIDEO"
8780,"ERNESTO HERRERA","MONTEVIDEO","MONTEVIDEO"
8782,"DOCE DE DICIEMBRE","MONTEVIDEO","MONTEVIDEO"
8786,"PSJE A COOPERATIVA LA CALERA","MONTEVIDEO","MONTEVIDEO"
8788,"RIO GRANDE","MONTEVIDEO","MONTEVIDEO"
8792,"AVENIDA URUGUAY","MONTEVIDEO","MONTEVIDEO"
8793,"CERRO LARGO","MONTEVIDEO","MONTEVIDEO"
8794,"SORIANO","MONTEVIDEO","MONTEVIDEO"
8795,"MALDONADO","MONTEVIDEO","MONTEVIDEO"
8796,"SEND CATORCE","MONTEVIDEO","MONTEVIDEO"
8797,"SENDA CUATRO","MONTEVIDEO","MONTEVIDEO"
8798,"SENDA SEIS","MONTEVIDEO","MONTEVIDEO"
8799,"ADOLFO BERRO","MONTEVIDEO","MONTEVIDEO"
8800,"ALBERTO FLANGINI","MONTEVIDEO","MONTEVIDEO"
8802,"CANELONES","MONTEVIDEO","MONTEVIDEO"
8803,"FRANCISCO AGUILAR","MONTEVIDEO","MONTEVIDEO"
8804,"PAYSANDU","MONTEVIDEO","MONTEVIDEO"
8805,"SENDA DIEZ","MONTEVIDEO","MONTEVIDEO"
8806,"JOSE NASAZZI","MONTEVIDEO","MONTEVIDEO"
8807,"LUCAS J OBES","MONTEVIDEO","MONTEVIDEO"
8808,"PABLO ZUFRIATEGUI","MONTEVIDEO","MONTEVIDEO"
8809,"DR JOAQUIN CANABAL","MONTEVIDEO","MONTEVIDEO"
8810,"MERCEDES","MONTEVIDEO","MONTEVIDEO"
8811,"SAN JOSE","MONTEVIDEO","MONTEVIDEO"
8812,"PROGRESO","MONTEVIDEO","MONTEVIDEO"
8813,"JUNQUILLO","MONTEVIDEO","MONTEVIDEO"
8815,"DOCTOR JUAN JOSE CARBAJAL VICTORICA","MONTEVIDEO","MONTEVIDEO"
8816,"EMILIO J NEFFA","MONTEVIDEO","MONTEVIDEO"
8818,"BELL","MONTEVIDEO","MONTEVIDEO"
8819,"AV INT MPAL JUAN P FABINI","MONTEVIDEO","MONTEVIDEO"
8821,"SENDA DOS","MONTEVIDEO","MONTEVIDEO"
8822,"CARLOS PRINCIVALLE","MONTEVIDEO","MONTEVIDEO"
8823,"CARLOS GARDEL","MONTEVIDEO","MONTEVIDEO"
8824,"CAMINO HAMILTON","MELILLA","MONTEVIDEO"
8824,"CAMINO HAMILTON","MONTEVIDEO","MONTEVIDEO"
8825,"DOCTOR ALBERTO ZUBIRIA","MONTEVIDEO","MONTEVIDEO"
8827,"INGENIERO LUIS FRANZINI","MONTEVIDEO","MONTEVIDEO"
8828,"CALLE 6 (MILLAN Y LECOCQ)","MONTEVIDEO","MONTEVIDEO"
8829,"RICAURTE","MONTEVIDEO","MONTEVIDEO"
8830,"CALLE CUATRO","MONTEVIDEO","MONTEVIDEO"
8831,"MINI","MONTEVIDEO","MONTEVIDEO"
8833,"HERMANOS GIL","MONTEVIDEO","MONTEVIDEO"
8834,"MATURANA","MONTEVIDEO","MONTEVIDEO"
8835,"ANGEL MUNIZ","MONTEVIDEO","MONTEVIDEO"
8837,"EJIDO","MONTEVIDEO","MONTEVIDEO"
8843,"GALICIA","MONTEVIDEO","MONTEVIDEO"
8844,"IQUIQUE","MONTEVIDEO","MONTEVIDEO"
8845,"SOLIS GRANDE","MONTEVIDEO","MONTEVIDEO"
8846,"ADOLFO RODRIGUEZ MALLARINI","MONTEVIDEO","MONTEVIDEO"
8847,"PRUDENCIO VAZQUEZ Y VEGA","MONTEVIDEO","MONTEVIDEO"
8848,"CONVENIO","MONTEVIDEO","MONTEVIDEO"
8850,"CEDRON","MONTEVIDEO","MONTEVIDEO"
8853,"CALLE DOS","MONTEVIDEO","MONTEVIDEO"
8854,"CALLE N UNO","MONTEVIDEO","MONTEVIDEO"
8855,"AVENIDA DIECIOCHO DE JULIO","MONTEVIDEO","MONTEVIDEO"
8856,"CARLOS CASARAVILLA","MONTEVIDEO","MONTEVIDEO"
8857,"CALLE 3 (MILLAN Y LECOCQ)","MONTEVIDEO","MONTEVIDEO"
8860,"CAMINO LOS NARANJOS","MELILLA","MONTEVIDEO"
8860,"CAMINO LOS NARANJOS","MONTEVIDEO","MONTEVIDEO"
8861,"DOCTOR JAVIER BARRIOS AMORIN","MONTEVIDEO","MONTEVIDEO"
8862,"DURAZNO","MONTEVIDEO","MONTEVIDEO"
8863,"EDUARDO ACEVEDO","MONTEVIDEO","MONTEVIDEO"
8864,"JUAN MANUEL BLANES","MONTEVIDEO","MONTEVIDEO"
8865,"TAHIM","MONTEVIDEO","MONTEVIDEO"
8866,"VEDIA","MONTEVIDEO","MONTEVIDEO"
8867,"SANTIAGO DE CHILE","MONTEVIDEO","MONTEVIDEO"
8868,"CALAGUALA","MONTEVIDEO","MONTEVIDEO"
8869,"CLEMENCEAU","MONTEVIDEO","MONTEVIDEO"
8871,"GABITO","MONTEVIDEO","MONTEVIDEO"
8874,"PASAJE PEATONAL CIENTO CUARENTA Y TRES","MONTEVIDEO","MONTEVIDEO"
8875,"DOCTOR PABLO DE MARIA","MONTEVIDEO","MONTEVIDEO"
8876,"CAMINO WATERLOO","MONTEVIDEO","MONTEVIDEO"
8877,"CARLOS SANTURIO","MONTEVIDEO","MONTEVIDEO"
8878,"DOMINGO PETRARCA","MONTEVIDEO","MONTEVIDEO"
8880,"GABRIEL VELAZCO","MONTEVIDEO","MONTEVIDEO"
8881,"RBLA COST MA ABELLA DE RAMIREZ","MONTEVIDEO","MONTEVIDEO"
8882,"CAMINO DE LOS ORIENTALES","SANTIAGO VAZQUEZ","MONTEVIDEO"
8882,"CAMINO DE LOS ORIENTALES","MELILLA","MONTEVIDEO"
8882,"CAMINO DE LOS ORIENTALES","MONTEVIDEO","MONTEVIDEO"
8883,"TAPES","MONTEVIDEO","MONTEVIDEO"
8884,"YARO","MONTEVIDEO","MONTEVIDEO"
8886,"DOCTOR EMILIO FRUGONI","MONTEVIDEO","MONTEVIDEO"
8888,"AVENIDA SAYAGO","MONTEVIDEO","MONTEVIDEO"
8889,"OBLIGADO","MONTEVIDEO","MONTEVIDEO"
8891,"CONTINUACION QUICUYO","MONTEVIDEO","MONTEVIDEO"
8893,"MARTIN XIMENO","MONTEVIDEO","MONTEVIDEO"
8894,"CONVENCION","MONTEVIDEO","MONTEVIDEO"
8896,"AV REP FEDERAL DE ALEMANIA","MONTEVIDEO","MONTEVIDEO"
8899,"CAMINO FOLLE YLLA","MONTEVIDEO","MONTEVIDEO"
8900,"GABOTO","MONTEVIDEO","MONTEVIDEO"
8901,"DOCTOR LORENZO CARNELLI","MONTEVIDEO","MONTEVIDEO"
8902,"SAN FRUCTUOSO","MONTEVIDEO","MONTEVIDEO"
8905,"ENRIQUE TURINI","MONTEVIDEO","MONTEVIDEO"
8906,"INOCENCIO RAFFO ARROSA","MONTEVIDEO","MONTEVIDEO"
8907,"MINAS","MONTEVIDEO","MONTEVIDEO"
8908,"SALTO","MONTEVIDEO","MONTEVIDEO"
8909,"LAZARO GADEA","MONTEVIDEO","MONTEVIDEO"
8910,"MAGALLANES","MONTEVIDEO","MONTEVIDEO"
8911,"FRANCISCO LARROBLA","MONTEVIDEO","MONTEVIDEO"
8912,"JAVIER DE VIANA","MONTEVIDEO","MONTEVIDEO"
8913,"MARTIN IRIGOITIA","MONTEVIDEO","MONTEVIDEO"
8916,"AV DR HORACIO ABADIE SANTOS","MONTEVIDEO","MONTEVIDEO"
8918,"JUAN ARENAS","MONTEVIDEO","MONTEVIDEO"
8919,"VALENTIN GOMEZ","MONTEVIDEO","MONTEVIDEO"
8920,"AVENIDA MILLAN","MONTEVIDEO","MONTEVIDEO"
8921,"EUGENIO ALSINA","MONTEVIDEO","MONTEVIDEO"
8923,"DR CARLOS MARIA MORALES","MONTEVIDEO","MONTEVIDEO"
8924,"ALFREDO MARIO FERREIRO","MONTEVIDEO","MONTEVIDEO"
8926,"VITTORIO VENETO","MONTEVIDEO","MONTEVIDEO"
8927,"AV COST LUIS QUEIROLO REPETTO","MONTEVIDEO","MONTEVIDEO"
8928,"RAMBLA COSTANERA","MONTEVIDEO","MONTEVIDEO"
8929,"QUICUYO","MONTEVIDEO","MONTEVIDEO"
8932,"ZELMAR MICHELINI","MONTEVIDEO","MONTEVIDEO"
8933,"PSJE PNAL LEONCIO LASSO DE LA VEGA","MONTEVIDEO","MONTEVIDEO"
8934,"CARLOS S VIANA","MONTEVIDEO","MONTEVIDEO"
8935,"PASAJE PNAL CYRO SCOSERIA","MONTEVIDEO","MONTEVIDEO"
8938,"CARAFI","MONTEVIDEO","MONTEVIDEO"
8939,"JUAN PARRA DEL RIEGO","MONTEVIDEO","MONTEVIDEO"
8942,"NERSES OUNANIAN","MONTEVIDEO","MONTEVIDEO"
8943,"FRANCISCO REDUELLO","MONTEVIDEO","MONTEVIDEO"
8944,"HECTOR SUPPICI SEDES","MONTEVIDEO","MONTEVIDEO"
8946,"PAULINO PIMIENTA","MONTEVIDEO","MONTEVIDEO"
8947,"MACACHINES","MONTEVIDEO","MONTEVIDEO"
8948,"VEINTISEIS DE MARZO","MONTEVIDEO","MONTEVIDEO"
8949,"DOS DE DIECISIETE METROS","MONTEVIDEO","MONTEVIDEO"
8950,"CARLOS ANGEL GARRE","MONTEVIDEO","MONTEVIDEO"
8951,"PASAJE DIECIOCHO","MONTEVIDEO","MONTEVIDEO"
8953,"PASAJE QUINCE","MONTEVIDEO","MONTEVIDEO"
8955,"GAETAN","MONTEVIDEO","MONTEVIDEO"
8956,"GURI","MONTEVIDEO","MONTEVIDEO"
8957,"PSJE CLAUDIO GARCIA","MONTEVIDEO","MONTEVIDEO"
8960,"CAMINO LUIS EDUARDO PEREZ","SANTIAGO VAZQUEZ","MONTEVIDEO"
8960,"CAMINO LUIS EDUARDO PEREZ","MELILLA","MONTEVIDEO"
8960,"CAMINO LUIS EDUARDO PEREZ","MONTEVIDEO","MONTEVIDEO"
8961,"CALLE 8 DE 12 MTS DE ANCHO","MONTEVIDEO","MONTEVIDEO"
8964,"DR MARIO RINALDI GUERRA","MONTEVIDEO","MONTEVIDEO"
8965,"Q F ANDRES MARTINEZ TRUEBA","MONTEVIDEO","MONTEVIDEO"
8968,"CAMINO SANTA CATALINA","MONTEVIDEO","MONTEVIDEO"
8968,"CAMINO SANTA CATALINA","SANTA CATALINA","MONTEVIDEO"
8969,"AV ARQ JUAN P TERRA","MONTEVIDEO","MONTEVIDEO"
